20066.91601,179.3639,456.1252774,299.4935736,1038.912159,22.74592296,3106.133052
17075.68404,178.2546,457.8280512,299.5017307,1076.874322,18.76358644,4184.488728
19706.46021,178.2581,457.8060985,296.871175,1086.725281,21.7776204,4215.745874
19108.78702,179.2141,458.5534148,300.3037724,1077.732945,15.96094111,3391.350544
17187.01748,181.281,462.6985121,302.225542,1080.088357,12.71703941,3899.271974
17195.39505,180.1207,459.5913204,305.0199011,1073.434028,10.29272553,4078.997428
22169.24414,166.5979,459.7631643,300.0462725,1072.893038,16.35312105,3610.147615
20093.37148,167.7545,469.3376312,302.1069333,1114.807477,14.65998227,4098.533236
17801.00488,181.9999,501.8241894,304.9795565,1254.277161,12.53471249,4563.476182
21242.42079,179.8341,501.811377,302.2389902,1251.717246,21.01800628,3430.421423
18370.4589,179.7208,501.3550727,306.1738006,1248.253746,24.85036745,4262.630486
21651.37828,179.7215,501.143101,302.8924403,1248.771531,21.42390594,4594.733328
17399.32264,179.6745,500.3562381,312.8767352,1247.791076,23.08396087,4821.344132
17859.64784,179.6761,495.4507745,312.4168509,1228.335722,11.64125072,3305.395052
25662.9096,179.6636,498.8887624,303.1957964,1235.676079,12.71087917,3766.431132
20160.17154,178.4726,500.7029904,307.9112637,1241.597967,5.494014651,2832.637635
20587.64787,178.7609,500.5061558,307.4842283,1236.344702,7.737430607,3539.81959
23118.55464,178.9857,500.295003,304.9531011,1241.772012,8.177885634,3031.898898
20282.74856,180.137,497.9054347,307.7889071,1237.329508,9.315358982,3606.240011
17870.67095,180.1252,495.5667988,310.2012052,1228.21389,18.35632538,3227.253294
18427.33817,180.1258,494.9683963,309.6443175,1230.184952,14.02448584,3246.788365
18350.83776,180.1449,495.2217373,309.7212589,1228.100761,11.4876776,3875.829298
18819.32007,180.1485,495.3094424,309.2523356,1224.260163,12.27789978,2523.977468
22905.58809,181.3994,498.0952952,307.0547678,1250.304579,10.11055855,4235.280945
23433.59521,181.4146,497.7681709,306.5267607,1249.543131,16.09776447,3985.227465
22711.5813,181.4287,475.944495,307.2485541,1174.023461,16.32978194,3586.70494
23204.31446,181.3986,448.9896997,306.7560414,1072.450673,12.17784103,3602.333144
23630.90893,181.3955,448.9944283,306.3296674,1052.184558,12.51406879,3879.736165
23772.44571,181.3881,449.0672077,306.1879102,1040.234903,16.91869912,4129.789644
22392.57241,181.3782,450.5594364,307.5677835,1042.310392,11.48057403,3860.201094
19515.09897,181.3655,451.0328856,310.4452569,1049.273651,21.26578996,4114.16144
20421.63979,181.3594,450.676359,309.5387161,1049.6522,32.56337282,4239.188549
19984.46312,179.3601,450.4216707,309.9758928,1050.432502,29.92837264,2973.29221
20867.63494,177.1536,450.2601295,309.0925005,1050.935783,10.45773862,3539.81959
23747.53347,177.1569,450.3448759,306.2128224,1049.528918,10.59693938,4497.055761
19130.39232,177.1568,450.4035749,310.8297431,1047.901595,16.61600811,4375.936257
20666.79382,177.1533,449.6125645,309.2933416,1050.505021,12.10369323,4153.232319
20574.19967,177.154,449.4880074,309.3861562,1051.716086,18.85183872,3887.550636
22871.19598,177.1594,449.6232107,307.0891599,1049.689909,10.92125927,2887.336719
23279.27163,180.1203,454.1713552,306.6810843,1066.759394,13.00752824,3375.72234
23649.86869,181.2139,455.4685721,306.3104872,1074.208529,11.12901858,3391.350544
20586.76602,181.2237,455.3163826,309.3735899,1070.990143,9.222636699,3020.17756
19487.32072,179.5838,455.0522633,312.361074,1106.475062,9.101377693,3836.758419
17351.92325,178.2329,455.1967919,316.3401974,1077.537144,18.54102484,4336.865378
17892.71718,164.0411,454.3685068,316.8494652,1071.684874,13.54299281,4465.799353
17147.33427,165.8321,451.8734018,317.7875321,1087.134287,17.84499878,3688.289373
17304.08294,165.8327,451.1926568,317.630563,1092.326636,25.29790598,3778.151732
19694.99617,165.8401,452.4270536,315.2392088,1085.33437,15.5187913,3676.568036
17384.99259,165.8228,453.39321,317.5498738,1083.164606,16.22664534,3500.748711
20674.51,165.8303,455.1374324,314.6371264,1100.054244,11.87144098,2738.866935
23571.60459,165.8211,454.9929567,312.1858065,1094.468843,10.24311791,3821.130215
19836.53294,168.937,454.8176786,314.9104996,1092.275873,15.11288589,4250.909149
