7283.411748,181.8683,457.3801739,304.1168877,1011.746602,3176.461077
6959.773147,181.3704,457.0820293,305.0569388,1011.801716,3082.691115
6777.450857,181.1383,457.1316408,304.8415472,1014.27896,2703.70366
9288.956945,181.141,457.1386942,302.4978129,1014.937431,2969.385344
11890.85256,181.1434,456.9226015,299.7109494,1013.299955,3145.203931
10929.6371,181.1452,456.6056214,300.9287829,1009.537678,2934.221331
6443.009605,181.1506,456.6729589,305.2994473,1012.500798,2754.495877
6460.646586,181.1533,456.676763,304.9996186,1026.21121,2832.637635
8233.383635,181.1557,457.1209154,303.4982706,1026.740597,3438.235894
11342.78338,181.1598,456.7409039,300.8062059,1026.156095,2969.385344
11752.84318,180.6553,455.0348016,302.8166013,1020.071765,3469.492302
13617.07207,180.0834,453.8243652,304.2811321,1018.487953,3461.677831
14947.78228,180.0591,453.3560146,302.9270529,1028.476698,3172.553473
11896.58458,180.0706,453.4877308,305.9956671,1033.554467,3379.629206
11516.7281,180.0792,453.5729263,307.1861633,1043.450388,3199.903015
10152.0667,180.0779,453.6476605,308.9421452,1041.425662,2863.894044
11132.02145,179.2884,453.6192356,307.9326485,1037.699644,3324.930123
10307.27213,179.6793,457.7322624,305.9187258,1061.255214,3113.947523
10636.86321,179.6567,458.7148239,305.5648838,1053.172264,3574.983602
5943.883044,179.6442,452.3318988,310.2651393,1030.752339,3113.947523
11658.92626,179.5897,451.0245377,304.5776538,1021.24802,3031.898898
7021.282119,179.6335,451.2952084,309.1822286,1023.474349,3719.545782
15022.51899,178.92,451.5025571,301.2048017,1029.916922,3133.482594
2229.093931,178.291,452.577024,310.993767,825.0439464,3012.36309
6856.596809,179.5982,451.4275586,310.5724637,1025.837012,3086.597981
14107.38014,179.5833,451.9035438,307.2090914,1027.430977,2969.385344
11126.73036,179.3123,452.3868202,310.1897412,1029.272955,3153.018402
9641.035177,179.569,452.4807069,311.6749954,1029.977838,3180.367944
8876.251591,179.5592,452.8073557,312.4399995,1027.296092,2918.593127
8984.057637,179.5588,452.7537287,312.3324139,1027.79212,3250.695231
6493.054539,179.5585,452.4138978,314.8229761,1029.564481,3250.695231
6707.784782,179.5542,452.3403787,314.6084663,1029.238146,3102.226185
7383.722077,179.5534,452.4466816,313.9323085,1028.846544,2949.849535
8539.605717,179.5516,452.3879033,312.7768658,1026.63762,3688.289373
7525.258849,179.554,452.0595638,313.7912127,1028.845094,3989.135069
8557.022235,179.5537,451.9383617,312.7590084,1028.391126,2813.101827
11337.27182,179.5497,452.6996263,309.9789793,1022.318398,3047.527102
14238.11426,179.1678,452.6560643,307.0781368,1029.103261,3828.943948
15497.61517,179.5563,452.933762,305.8186359,1023.691905,3270.23104
20066.91601,179.3639,456.1252774,299.4935736,1038.912159,3106.133052
12571.41956,178.3541,457.4573121,304.0059952,1052.722647,3629.682686
13451.72538,178.2524,457.8595669,303.1263508,1054.518214,3067.062173
17075.68404,178.2546,457.8280512,299.5017307,1076.874322,4184.488728
19706.46021,178.2581,457.8060985,296.871175,1086.725281,4215.745874
6036.477194,178.2482,457.2922838,310.5415989,1098.760508,3684.381769
15579.62713,178.2605,457.4986022,300.998449,1099.99913,4266.53809
15057.79295,178.2667,457.7746884,301.5200627,1101.880268,4231.374078
7447.435671,178.276,457.828421,309.1315223,1103.407515,3328.83699
7100.868995,178.2766,458.0804412,309.4772071,1105.789034,4223.559607
9897.432788,178.2812,455.739322,306.6806434,1100.118061,4028.205949
14962.55326,178.2905,454.6622661,301.615082,1093.621823,4360.308053
13552.47663,178.5545,457.1056463,304.7877544,1081.200796,3672.660432
13803.14222,179.2265,457.0276627,305.6096377,1076.962795,3774.244865
11316.98929,179.2222,457.330536,308.0953497,1067.082828,3567.169132
9599.147348,179.2159,457.7287225,309.8134121,1066.814508,4500.962628
11270.25129,179.2172,457.8650617,308.1423082,1069.197478,3922.713911
13310.62953,179.2197,458.0466536,306.1019299,1072.933648,3129.575727
15625.9242,179.2127,458.3157128,303.7868557,1076.585697,4805.715928
19108.78702,179.2141,458.5534148,300.3037724,1077.732945,3391.350544
16366.45694,178.8943,460.0291591,303.0461025,1074.32746,3078.78351
13986.56682,181.2806,462.2090012,305.4259926,1080.017288,3082.691115
17187.01748,181.281,462.6985121,302.225542,1080.088357,3899.271974
12934.74137,179.9757,458.7156957,306.4775976,1066.428708,3039.712631
8156.221843,180.5819,458.8136243,311.4179364,1069.895109,3993.041936
8355.519728,180.5781,459.0553681,313.8599969,1071.196097,2699.796056
14008.83351,180.577,459.4061094,308.2069036,1071.840064,3422.606952
17195.39505,180.1207,459.5913204,305.0199011,1073.434028,4078.997428
12481.47096,180.4706,499.6984497,309.7340457,1245.92009,3590.611807
13064.37318,180.4728,499.3900024,308.4244998,1248.044892,4375.936257
11851.16935,180.4682,499.2965912,309.0417942,1247.292146,3758.616661
